Pcode,Town,District,dis_code,Province,Geo_x,Geo_y,B,S,Ignore_prov,Ignore_district,Ignore_description
8008,KLOOF STREET,City of Cape Town Metropolitan Municipality,CPT,Western Cape,-33.9203791,18.4142353,Y,,Western Cape,CPT,City of Cape Town Metropolitan Municipality
8010,MILL STREET,City of Cape Town Metropolitan Municipality,CPT,Western Cape,-33.9248685,18.4240553,Y,,Western Cape,CPT,City of Cape Town Metropolitan Municipality
8012,ROGGE BAY,City of Cape Town Metropolitan Municipality,CPT,Western Cape,-33.9172079,18.426762,Y,,Western Cape,CPT,City of Cape Town Metropolitan Municipality
8017,COMPETITION MAIL,City of Cape Town Metropolitan Municipality,CPT,Western Cape,-33.9203791,18.4142353,Y,,Western Cape,CPT,City of Cape Town Metropolitan Municipality
8018,VLAEBERG,Overberg District Municipality,DC3,Western Cape,-33.9248685,18.4240553,Y,,Western Cape,DC3,Overberg District Municipality
8024,I.C.G. (EDMS) BPK,City of Cape Town Metropolitan Municipality,CPT,Western Cape,-33.9203791,18.4142353,Y,,Western Cape,CPT,City of Cape Town Metropolitan Municipality
8040,CAMPS BAY,City of Cape Town Metropolitan Municipality,CPT,Western Cape,-33.96404,18.37525,Y,Y,Western Cape,CPT,City of Cape Town Metropolitan Municipality
8050,RHINE ROAD,City of Cape Town Metropolitan Municipality,CPT,Western Cape,-33.9203791,18.4142353,Y,,Western Cape,CPT,City of Cape Town Metropolitan Municipality
8051,GREEN POINT,City of Cape Town Metropolitan Municipality,CPT,Western Cape,-33.91473,18.41752,Y,Y,Western Cape,CPT,City of Cape Town Metropolitan Municipality
8060,SEA POINT,City of Cape Town Metropolitan Municipality,CPT,Western Cape,-33.91962,18.38635,Y,Y,Western Cape,CPT,City of Cape Town Metropolitan Municipality
8100,HET KRUIS,West Coast District Municipality,DC1,Western Cape,-32.90652,18.75564,Y,,Western Cape,DC1,West Coast District Municipality
8105,REDELINGHUYS,West Coast District Municipality,DC1,Western Cape,-32.90652,18.75564,Y,,Western Cape,DC1,West Coast District Municipality
8110,ELANDS BAY,West Coast District Municipality,DC1,Western Cape,-32.90652,18.75564,Y,,Western Cape,DC1,West Coast District Municipality
8115,PALEISHEUWEL,West Coast District Municipality,DC1,Western Cape,-32.90652,18.75564,Y,,Western Cape,DC1,West Coast District Municipality
8120,GRAAFWATER,West Coast District Municipality,DC1,Western Cape,-32.15425,18.60444,Y,Y,Western Cape,DC1,West Coast District Municipality
8121,SANDBERG,West Coast District Municipality,DC1,Western Cape,-32.15425,18.60444,Y,,Western Cape,DC1,West Coast District Municipality
8122,LEIPOLDTVILLE,West Coast District Municipality,DC1,Western Cape,-32.15425,18.60444,Y,,Western Cape,DC1,West Coast District Municipality
8130,LAMBERT'S BAY,West Coast District Municipality,DC1,Western Cape,-32.094391,18.304991,Y,Y,Western Cape,DC1,West Coast District Municipality
8135,CLANWILLIAM,West Coast District Municipality,DC1,Western Cape,-32.1826719,18.8923859,Y,Y,Western Cape,DC1,West Coast District Municipality
8138,WUPPERTAL,West Coast District Municipality,DC1,Western Cape,-32.2763301,19.2137102,Y,Y,Western Cape,DC1,West Coast District Municipality
8145,KLAWER,West Coast District Municipality,DC1,Western Cape,-31.769501,18.637609,Y,Y,Western Cape,DC1,West Coast District Municipality
8146,KOEKENAAP,West Coast District Municipality,DC1,Western Cape,-31.66954,18.50466,Y,,Western Cape,DC1,West Coast District Municipality
8147,TRAWAL,West Coast District Municipality,DC1,Western Cape,-31.769501,18.637609,Y,,Western Cape,DC1,West Coast District Municipality
8149,EBENHAESER,West Coast District Municipality,DC1,Western Cape,-31.6292191,18.2614775,Y,Y,Western Cape,DC1,West Coast District Municipality
8151,DORING BAY,Overberg District Municipality,DC3,Western Cape,-33.064566,18.332096,Y,Y,Western Cape,DC3,Overberg District Municipality
8160,VREDENDAL,West Coast District Municipality,DC1,Western Cape,-31.66954,18.50466,Y,Y,Western Cape,CPT,City of Cape Town Metropolitan Municipality,DIS,,Vredendal is a town in the West Coast District of Western Cape province of South Africa(Cederberg).
8161,VREDENDAL NORTH,West Coast District Municipality,DC1,Western Cape,-33.9203791,18.4142353,Y,Y,Western Cape,CPT,City of Cape Town Metropolitan Municipality,DIS,,Vredendal is a town in the West Coast District of Western Cape (Cederberg).
8165,LUTZVILLE,West Coast District Municipality,DC1,Western Cape,-31.55502,18.34554,Y,Y,Western Cape,DC1,West Coast District Municipality
8170,VANRHYNSDORP,West Coast District Municipality,DC1,Western Cape,-31.6086943,18.7356022,Y,Y,Western Cape,DC1,West Coast District Municipality
8180,NIEUWOUDTVILLE,Namakwa District Municipality,DC6,Northern Cape,-31.373408,19.108723,Y,Y,Northern Cape,DC6,Namakwa District Municipality
8185,LOERIESFONTEIN,Namakwa District Municipality,DC6,Northern Cape,-30.96184,19.443083,Y,Y,Northern Cape,DC6,Namakwa District Municipality
8190,CALVINIA,Namakwa District Municipality,DC6,Northern Cape,-31.43331,19.75809,Y,Y,Northern Cape,DC6,Namakwa District Municipality
8191,HANTAM,Namakwa District Municipality,DC6,Northern Cape,-31.43331,19.75809,Y,Y,Northern Cape,DC6,Namakwa District Municipality
8193,MIDDELPOS,Namakwa District Municipality,DC6,Northern Cape,-31.43331,19.75809,Y,,Northern Cape,DC6,Namakwa District Municipality
8200,BITTERFONTEIN,West Coast District Municipality,DC1,Western Cape,-31.0373684,18.2672669,Y,,Western Cape,DC1,West Coast District Municipality
8201,NUWERUS,West Coast District Municipality,DC1,Western Cape,-31.0373684,18.2672669,Y,,Western Cape,DC1,West Coast District Municipality
8202,RIETPOORT,Central Karoo District Municipality,DC5,Western Cape,-31.0373684,18.2672669,Y,,Western Cape,DC5,Central Karoo District Municipality
8204,KOTZESRUS,West Coast District Municipality,DC1,Western Cape,-31.0373684,18.2672669,Y,,Western Cape,DC1,West Coast District Municipality
8205,KLIPRAND,West Coast District Municipality,DC1,Western Cape,-31.0373684,18.2672669,Y,,Western Cape,DC1,West Coast District Municipality
8207,LEPELSFONTEIN,Overberg District Municipality,DC3,Western Cape,-31.66954,18.50466,Y,,Western Cape,DC3,Overberg District Municipality
8220,GARIES,Namakwa District Municipality,DC6,Northern Cape,-30.559977,17.99016,Y,Y,Northern Cape,DC6,Namakwa District Municipality
8221,PAULSHOEK,Namakwa District Municipality,DC6,Northern Cape,-30.3671638,18.2544338,Y,Y,Northern Cape,DC6,Namakwa District Municipality
8222,HONDEKLIPBAAI,Namakwa District Municipality,DC6,Northern Cape,-30.318396,17.2774329,Y,,Northern Cape,DC6,Namakwa District Municipality
8223,GARAGAMS,Namakwa District Municipality,DC6,Northern Cape,-30.559977,17.99016,Y,,Northern Cape,DC6,Namakwa District Municipality
8240,SPRINGBOK,Namakwa District Municipality,DC6,Northern Cape,-29.6627961,17.8831137,Y,Y,Northern Cape,DC6,Namakwa District Municipality
8241,KAMIESKROON,Namakwa District Municipality,DC6,Northern Cape,-30.2115325,17.935701,Y,,Northern Cape,DC6,Namakwa District Municipality
8242,KOMAGGAS,Namakwa District Municipality,DC6,Northern Cape,-29.799408,17.4890279,Y,,Northern Cape,DC6,Namakwa District Municipality
8244,STEINKOPF,Namakwa District Municipality,DC6,Northern Cape,-29.2640785,17.7391505,Y,Y,Northern Cape,DC6,Namakwa District Municipality
8246,KOTZESHOOP,Namakwa District Municipality,DC6,Northern Cape,-29.5838721,17.8702347,Y,,Northern Cape,DC6,Namakwa District Municipality
8247,CAROLUSBERG,Namakwa District Municipality,DC6,Northern Cape,-29.6627961,17.8831137,Y,,Northern Cape,DC6,Namakwa District Municipality
8249,KOINGNAAS,Namakwa District Municipality,DC6,Northern Cape,-29.67756,17.06757,Y,,Northern Cape,DC6,Namakwa District Municipality
8251,BUFFELS RIVER,Namakwa District Municipality,DC6,Northern Cape,-29.6627961,17.8831137,Y,,Northern Cape,DC6,Namakwa District Municipality
8252,NOURIVIER,Namakwa District Municipality,DC6,Northern Cape,-30.2115325,17.935701,Y,,Northern Cape,DC6,Namakwa District Municipality
8253,ROOIFONTEIN,Namakwa District Municipality,DC6,Northern Cape,-30.2115325,17.935701,Y,,Northern Cape,DC6,Namakwa District Municipality
8257,SOEBATSFONTEIN,Namakwa District Municipality,DC6,Northern Cape,-30.2115325,17.935701,Y,,Northern Cape,DC6,Namakwa District Municipality
8260,BULLETRAP,Namakwa District Municipality,DC6,Northern Cape,-30.2115325,17.935701,Y,,Northern Cape,DC6,Namakwa District Municipality
8261,KAMIESBERG,Namakwa District Municipality,DC6,Northern Cape,-30.2115325,17.935701,Y,,Northern Cape,DC6,Namakwa District Municipality
8265,NABABEEP,Namakwa District Municipality,DC6,Northern Cape,-29.59167,17.78565,Y,Y,Northern Cape,DC6,Namakwa District Municipality
8270,OKIEP,Namakwa District Municipality,DC6,Northern Cape,-29.602482,17.879898,Y,Y,Northern Cape,DC6,Namakwa District Municipality
8271,CONCORDIA,Namakwa District Municipality,DC6,Northern Cape,-29.54358,17.951128,Y,Y,Northern Cape,DC6,Namakwa District Municipality
8280,PORT NOLLOTH,Namakwa District Municipality,DC6,Northern Cape,-29.2582,16.8819899,Y,Y,Northern Cape,DC6,Namakwa District Municipality
8282,KLEINSEE,Namakwa District Municipality,DC6,Northern Cape,-29.67756,17.06757,Y,,Northern Cape,DC6,Namakwa District Municipality
8283,LEKKERSING,Namakwa District Municipality,DC6,Northern Cape,-29.001693,17.099347,Y,Y,Northern Cape,DC6,Namakwa District Municipality
8284,EKSTEENFONTEIN,Namakwa District Municipality,DC6,Northern Cape,-29.2582,16.8819899,Y,,Northern Cape,DC6,Namakwa District Municipality
8289,SANDDRIFT,Namakwa District Municipality,DC6,Northern Cape,-29.2582,16.8819899,Y,,Northern Cape,DC6,Namakwa District Municipality
8290,ALEXANDER BAY,Namakwa District Municipality,DC6,Northern Cape,-28.6074124,16.4847619,Y,,Northern Cape,DC6,Namakwa District Municipality
8292,KUBOES,Namakwa District Municipality,DC6,Northern Cape,-28.6074124,16.4847619,Y,,Northern Cape,DC6,Namakwa District Municipality
8294,DRYFSAND,Namakwa District Municipality,DC6,Northern Cape,-28.6074124,16.4847619,Y,,Northern Cape,DC6,Namakwa District Municipality
8300,KIMBERLEY,Frances Baard District Municipality,DC9,Northern Cape,-28.73401,24.76312,Y,Y,Northern Cape,DC9,Frances Baard District Municipality
8301,ALBERTYNSHOF,Frances Baard District Municipality,DC9,Northern Cape,-28.7445757,24.7536214,,Y,Northern Cape,DC9,Frances Baard District Municipality
8303,KIMBERLEY WEST,Frances Baard District Municipality,DC9,Northern Cape,-28.73401,24.76312,Y,,Northern Cape,DC9,Frances Baard District Municipality
8305,DIAMOND,Frances Baard District Municipality,DC9,Northern Cape,-28.73401,24.76312,Y,,Northern Cape,DC9,Frances Baard District Municipality
8306,HADISON PARK,Frances Baard District Municipality,DC9,Northern Cape,-28.75964,24.74659,Y,Y,Northern Cape,DC9,Frances Baard District Municipality
8309,PESCODIA,Frances Baard District Municipality,DC9,Northern Cape,-28.6730878,24.7290991,Y,Y,Northern Cape,DC9,Frances Baard District Municipality
8315,BEACONSFIELD,Frances Baard District Municipality,DC9,Northern Cape,-28.7596858,24.7809915,Y,Y,Northern Cape,DC9,Frances Baard District Municipality
8320,FLORIANVILLE,Frances Baard District Municipality,DC9,Northern Cape,-28.7236944,24.766973,Y,Y,Northern Cape,DC9,Frances Baard District Municipality
8325,DISKOBOLOS,Frances Baard District Municipality,DC9,Northern Cape,-28.79409397,24.77769889,Y,,Northern Cape,DC9,Frances Baard District Municipality
8330,GALESHEWE,Frances Baard District Municipality,DC9,Northern Cape,-28.72707,24.7475819,Y,Y,Northern Cape,DC9,Frances Baard District Municipality
8335,PERDEBERG,Frances Baard District Municipality,DC9,Northern Cape,-28.73401,24.76312,Y,,Northern Cape,DC9,Frances Baard District Municipality
8340,BOSHOF,Lejweleputswa District Municipality,DC18,Free State,-28.5380453,25.2441293,Y,Y,Free State,DC18,Lejweleputswa District Municipality
8345,MANKURWANE,Frances Baard District Municipality,DC9,Northern Cape,-28.71330941,24.71578008,Y,Y,Northern Cape,DC9,Frances Baard District Municipality
8346,PLATFONTEIN,Frances Baard District Municipality,DC9,Northern Cape,-28.73401,24.76312,Y,,Northern Cape,DC9,Frances Baard District Municipality
8350,PLOOYSBURG,Frances Baard District Municipality,DC9,Northern Cape,-28.73401,24.76312,Y,,Northern Cape,DC9,Frances Baard District Municipality
8365,GRIEKWASTAD,Pixley ka Seme District Municipality,DC7,Northern Cape,-28.847746,23.252528,Y,Y,Northern Cape,DC9,Frances Baard District Municipality,DIS,,Griekwastad is located in Pixley ka Seme District Municipality Northern Cape South Africa.
8375,BARKLY WEST,Frances Baard District Municipality,DC9,Northern Cape,-28.5305764,24.5224417,Y,Y,Northern Cape,DC9,Frances Baard District Municipality
8376,LONGLANDS,Frances Baard District Municipality,DC9,Northern Cape,-28.5305764,24.5224417,Y,,Northern Cape,DC9,Frances Baard District Municipality
8377,DELPORTSHOOP,Frances Baard District Municipality,DC9,Northern Cape,-28.41624263,24.30455121,Y,Y,Northern Cape,DC9,Frances Baard District Municipality
8390,ULCO,Frances Baard District Municipality,DC9,Northern Cape,-28.356112,24.230556,Y,Y,Northern Cape,DC9,Frances Baard District Municipality
8391,KOOPMANSFONTEIN,Frances Baard District Municipality,DC9,Northern Cape,-28.73401,24.76312,Y,,Northern Cape,DC9,Frances Baard District Municipality
8405,DANIELSKUIL,ZF Mgcawu District Municipality,DC8,Northern Cape,-28.1881066,23.5420027,Y,Y,Northern Cape,DC8,ZF Mgcawu District Municipality
8410,LIME ACRES,ZF Mgcawu District Municipality,DC8,Northern Cape,-28.34577,23.51289,Y,Y,Northern Cape,DC8,ZF Mgcawu District Municipality
8420,POSTMASBURG,ZF Mgcawu District Municipality,DC8,Northern Cape,-28.318888,23.072744,Y,Y,Northern Cape,DC8,ZF Mgcawu District Municipality
8423,MANCORP MINE,ZF Mgcawu District Municipality,DC8,Northern Cape,-28.2378544,23.013113,Y,Y,Northern Cape,DC8,ZF Mgcawu District Municipality
8426,POSTDENE,ZF Mgcawu District Municipality,DC8,Northern Cape,-28.318888,23.072744,Y,Y,Northern Cape,DC8,ZF Mgcawu District Municipality
8445,DINGLETON,ZF Mgcawu District Municipality,DC8,Northern Cape,-27.78546,22.98385,Y,Y,Northern Cape,DC8,ZF Mgcawu District Municipality
8446,KATHU,John Taolo Gaetsewe District Municipality,DC45,Northern Cape,-27.689558,23.049213,Y,Y,Northern Cape,DC45,John Taolo Gaetsewe District Municipality
8447,SESENG,John Taolo Gaetsewe District Municipality,DC45,Northern Cape,-29.0466808,21.8568586,Y,Y,Northern Cape,DC45,John Taolo Gaetsewe District Municipality
8450,OLIFANTSHOEK,John Taolo Gaetsewe District Municipality,DC45,Northern Cape,-27.95919,22.70732,Y,Y,Northern Cape,DC45,John Taolo Gaetsewe District Municipality
8460,KURUMAN,John Taolo Gaetsewe District Municipality,DC45,Northern Cape,-27.460125,23.433756,Y,Y,Northern Cape,DC45,John Taolo Gaetsewe District Municipality
8461,GA-TLHOSE,John Taolo Gaetsewe District Municipality,DC45,Northern Cape,-27.460125,23.433756,,Y,Northern Cape,DC45,John Taolo Gaetsewe District Municipality
8462,KURUMAN CENTRAL,John Taolo Gaetsewe District Municipality,DC45,Northern Cape,-27.460125,23.433756,Y,,Northern Cape,DC45,John Taolo Gaetsewe District Municipality
8463,DIBENG,John Taolo Gaetsewe District Municipality,DC45,Northern Cape,-27.591188,22.876421,Y,Y,Northern Cape,DC45,John Taolo Gaetsewe District Municipality
8465,SEODING,John Taolo Gaetsewe District Municipality,DC45,Northern Cape,-27.45889,23.43028,Y,,Northern Cape,DC45,John Taolo Gaetsewe District Municipality
8466,FRYLINCKSPAN,John Taolo Gaetsewe District Municipality,DC45,Northern Cape,-27.460125,23.433756,Y,,Northern Cape,DC45,John Taolo Gaetsewe District Municipality
8467,VAN ZYLSRUS,John Taolo Gaetsewe District Municipality,DC45,Northern Cape,-26.87722,22.05037,Y,,Northern Cape,DC45,John Taolo Gaetsewe District Municipality
8468,WRENCHVILLE,John Taolo Gaetsewe District Municipality,DC45,Northern Cape,-27.45107,23.46048,Y,Y,Northern Cape,DC45,John Taolo Gaetsewe District Municipality
8470,BLIKFONTEIN,John Taolo Gaetsewe District Municipality,DC45,Northern Cape,-27.460125,23.433756,Y,,Northern Cape,DC45,John Taolo Gaetsewe District Municipality
8474,MOTHIBISTAT,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-28.3188685,23.0525996,Y,Y,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8476,BATLHAROS,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.39482,23.49078,Y,Y,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8477,DAANTJIESRUS,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-28.3188685,23.0525996,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8478,DITHAKWANENG,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-26.95748,24.730246,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8479,GAMAGOLODIKE,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-26.95748,24.730246,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8480,GA-MOPEDI,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-26.95748,24.730246,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8481,KAMDEN,John Taolo Gaetsewe District Municipality,DC45,Northern Cape,-28.3188685,23.0525996,Y,,Northern Cape,DC45,John Taolo Gaetsewe District Municipality
8482,MANYEDING,John Taolo Gaetsewe District Municipality,DC45,Northern Cape,-28.3188685,23.0525996,Y,,Northern Cape,DC45,John Taolo Gaetsewe District Municipality
8483,SUMMERFIELD,John Taolo Gaetsewe District Municipality,DC45,Northern Cape,-28.3188685,23.0525996,Y,,Northern Cape,DC45,John Taolo Gaetsewe District Municipality
8484,SOUTHEY,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-26.95748,24.730246,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8485,KAGUNG,John Taolo Gaetsewe District Municipality,DC45,Northern Cape,-28.3188685,23.0525996,Y,,Northern Cape,DC45,John Taolo Gaetsewe District Municipality
8490,HOTAZEL,John Taolo Gaetsewe District Municipality,DC45,Northern Cape,-27.20183,22.9616799,Y,Y,Northern Cape,DC45,John Taolo Gaetsewe District Municipality
8491,SANTOY,John Taolo Gaetsewe District Municipality,DC45,Northern Cape,-27.12445,22.841923,Y,,Northern Cape,DC45,John Taolo Gaetsewe District Municipality
8505,HOLPAN,Frances Baard District Municipality,DC9,Northern Cape,-28.73401,24.76312,Y,,Northern Cape,DC9,Frances Baard District Municipality
8510,HEBRON PARK,Frances Baard District Municipality,DC9,Northern Cape,-29.0466808,21.8568586,Y,,Northern Cape,DC9,Frances Baard District Municipality
8530,WARRENTON,Frances Baard District Municipality,DC9,Northern Cape,-28.105494,24.85383,Y,Y,Northern Cape,DC9,Frances Baard District Municipality
8532,IKHUTSENG,Frances Baard District Municipality,DC9,Northern Cape,-28.1314176,24.8537809,Y,Y,Northern Cape,DC9,Frances Baard District Municipality
8534,HARTSVALLEI,Frances Baard District Municipality,DC9,Northern Cape,-27.921022,24.836926,Y,,Northern Cape,DC9,Frances Baard District Municipality
8535,BULL HILL,Frances Baard District Municipality,DC9,Northern Cape,-27.921022,24.836926,Y,,Northern Cape,DC9,Frances Baard District Municipality
8537,MADIPELESA,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.55692,24.76043,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8550,JAN KEMPDORP,Frances Baard District Municipality,DC9,Northern Cape,-27.921022,24.836926,Y,Y,Northern Cape,DC9,Frances Baard District Municipality
8552,GANSPAN,Frances Baard District Municipality,DC9,Northern Cape,-28.105494,24.85383,Y,,Northern Cape,DC9,Frances Baard District Municipality
8553,VALSPAN,Frances Baard District Municipality,DC9,Northern Cape,-27.9145242,24.8178316,Y,Y,Northern Cape,DC9,Frances Baard District Municipality
8560,TADCASTER,Frances Baard District Municipality,DC9,Northern Cape,-27.921022,24.836926,Y,,Northern Cape,DC9,Frances Baard District Municipality
8561,MANOKWANE,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.55611,24.79861,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8565,POKWANI,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.7582258,24.7911639,Y,Y,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8566,PAMPIERSTAD,Frances Baard District Municipality,DC9,Northern Cape,-27.76956,24.689219,Y,Y,Northern Cape,DC9,Frances Baard District Municipality
8567,GATAUTE,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.66667,25.05722,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8568,GREEN GRASS,Frances Baard District Municipality,DC9,Northern Cape,-27.756683,24.806284,Y,,Northern Cape,DC9,Frances Baard District Municipality
8569,KHUDUTLOU,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.756683,24.806284,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8570,HARTSWATER,Frances Baard District Municipality,DC9,Northern Cape,-27.756683,24.806284,Y,Y,Northern Cape,DC9,Frances Baard District Municipality
8575,MAGOGONG,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.657022,24.812237,Y,Y,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8576,BANKSDRIF,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.5672557,24.7465296,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8577,MAGOGONG VILLAGE,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.55692,24.76043,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8580,TAUNG STATION,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.55692,24.76043,Y,Y,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8581,PUDIMOE,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.4153281,24.7204641,Y,Y,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8582,BOTHITHONG,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-26.61292,24.17318,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8583,NORLIM,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.6237092,24.6400737,Y,Y,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8584,TAUNG,Capricorn District Municipality,DC35,Limpopo,-27.5672557,24.7465296,Y,Y,Limpopo,DC35,Capricorn District Municipality
8585,MANTHESTAD,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.55692,24.76043,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8586,MOLELEMA,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.55692,24.76043,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8587,CASSEL,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-26.61292,24.17318,Y,Y,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8588,DRY HARTS,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.55692,24.76043,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8589,KGOMOTSO,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.9818103,24.6044437,Y,Y,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8590,KOKOMENG,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.55692,24.76043,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8591,MMAMUTLE,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.55692,24.76043,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8592,LEKUNG,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-25.7960437,25.5088914,Y,Y,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8593,LOSASANENG,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-28.0238723,24.5272339,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8594,MATSHENG,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.55692,24.76043,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8595,REIVILO,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.54681,24.1840899,Y,Y,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8596,SHALENG,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.55692,24.76043,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8597,MODIMONG,Bojanala Platinum District Municipality,DC37,North West,-27.55692,24.76043,Y,,North West,DC37,Bojanala Platinum District Municipality
8598,MODULAR RANGE,Bojanala Platinum District Municipality,DC37,North West,-25.25833,26.90028,Y,,North West,DC37,Bojanala Platinum District Municipality
8599,SEKHING,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.55692,24.76043,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8600,VRYBURG,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-26.95748,24.730246,Y,Y,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8601,COLRIDGE,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-26.9402018,24.737522,,Y,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8602,DEVONDALE,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-28.5803434,30.844152,,Y,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8603,KAMEEL,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-26.95748,24.730246,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8604,DITHAKONG,Ngaka Modiri Molema District Municipality,DC38,North West,-26.61292,24.17318,Y,,North West,DC38,Ngaka Modiri Molema District Municipality
8605,MATLAPANENG,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.55692,24.76043,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8606,MYRA,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.55692,24.76043,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8607,PICONG,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.55692,24.76043,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8608,COKONYANE,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-27.55692,24.76043,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8609,DIKHUTING VILLAGE,Capricorn District Municipality,DC35,Limpopo,-27.5672557,24.7465296,Y,,Limpopo,DC35,Capricorn District Municipality
8610,LOUWNA,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-26.9562588,24.7275506,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8611,COETZERSDAM,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-26.8,24.25,,Y,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8612,BONA-BONA,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-25.831499,23.52442,Y,,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
8613,GANYESA,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-26.61292,24.17318,Y,Y,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
